Name,Goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Mihai Popescu,0.03,1.73,1.9,0.07,3.23,0.03,0.4,0.0,49.47,77.63,46.03,0.67,69.13,64.71,1.57,30,2,2,Rumania Superliga,3
Lorenzo Paramatti,0.0,2.0,1.6,0.0,2.4,0.0,0.2,0.1,29.05,79.0,31.11,0.85,63.01,62.87,1.15,20,2,2,Rumania Superliga,3
Gjoko Zajkov,0.0,0.63,0.38,0.06,3.38,0.0,0.31,0.0,57.69,89.17,65.56,1.0,69.84,68.63,0.44,16,2,2,Rumania Superliga,3
Alexandru Benga,0.05,1.53,1.63,0.0,4.11,0.0,0.26,0.0,42.39,80.51,42.08,1.03,73.33,72.89,0.55,38,3,2,Rumania Superliga,3
Félix Mathaus Lima Santos,0.08,2.24,1.84,0.04,5.16,0.0,0.64,0.0,37.76,76.91,34.43,1.32,64.05,61.92,1.04,25,2,2,Rumania Superliga,3
Mario Zebić,0.09,1.27,1.45,0.0,3.18,0.0,0.45,0.09,51.0,85.74,45.33,1.0,51.61,52.94,1.55,11,2,2,Rumania Superliga,3
Patricio Matricardi,0.03,2.03,1.51,0.06,3.83,0.0,0.31,0.03,44.4,81.66,44.65,0.69,59.59,58.82,1.37,35,2,2,Rumania Superliga,3
Marian Huja,0.0,1.1,1.25,0.0,4.6,0.0,0.65,0.1,43.45,80.44,42.14,0.9,56.94,52.0,0.7,20,1,2,Rumania Superliga,3
Ricardinho,0.03,1.97,1.52,0.0,2.28,0.03,1.14,0.07,44.97,77.68,42.0,0.79,63.89,61.65,0.83,29,2,2,Rumania Superliga,3
Alin Şeroni,0.04,1.56,0.84,0.04,5.6,0.04,0.36,0.0,28.12,74.4,34.55,0.64,68.42,68.23,0.68,25,3,2,Rumania Superliga,3
Raúl Silva,0.0,1.35,0.87,0.04,3.22,0.0,0.48,0.0,58.74,88.45,55.81,0.91,55.95,59.09,1.09,23,3,2,Rumania Superliga,3
Andrei Burcă,0.0,1.61,1.25,0.07,3.39,0.0,0.25,0.04,34.18,72.2,45.61,0.71,67.0,65.02,0.89,28,2,2,Rumania Superliga,3
Bart Meijers,0.03,2.29,1.68,0.03,4.32,0.0,0.61,0.0,43.66,77.82,43.07,1.08,50.49,57.48,0.95,38,2,2,Rumania Superliga,3
Risto Radunović,0.03,3.26,1.06,0.03,1.35,0.0,0.77,0.19,46.87,75.09,39.11,1.06,45.45,56.68,1.23,31,3,2,Rumania Superliga,3
Paul Papp,0.03,1.66,1.48,0.03,3.31,0.0,0.66,0.0,51.66,79.84,47.39,0.86,62.73,56.32,1.83,29,3,2,Rumania Superliga,3
Mihai Butean,0.03,1.8,1.31,0.0,1.34,0.0,0.37,0.17,41.11,79.08,41.04,0.77,52.11,52.49,1.54,35,2,2,Rumania Superliga,3
Denis Ciobotariu,0.07,1.64,1.14,0.04,2.64,0.0,0.64,0.04,41.96,82.98,47.52,0.71,53.41,54.35,1.07,28,2,2,Rumania Superliga,3
Guilherme Garutti,0.03,2.0,1.91,0.03,4.7,0.0,0.82,0.0,40.27,75.02,45.0,1.3,67.29,63.5,1.03,33,2,2,Rumania Superliga,3
Júnior Morais,0.06,3.08,1.61,0.0,2.14,0.0,1.28,0.06,40.64,74.91,38.83,0.94,54.88,58.53,1.36,36,3,2,Rumania Superliga,3
Danny,0.0,1.5,1.0,0.0,4.38,0.0,0.56,0.0,50.69,80.39,36.07,0.81,53.85,57.5,1.13,16,2,2,Rumania Superliga,3
Denis Ispas,0.04,1.61,0.96,0.07,4.71,0.07,0.71,0.04,41.96,75.83,48.58,1.11,66.96,62.99,0.96,28,2,2,Rumania Superliga,3
Joonas Tamm,0.09,1.11,0.69,0.03,3.46,0.0,0.26,0.0,40.86,81.75,47.28,0.94,75.84,70.85,0.66,35,3,2,Rumania Superliga,3
Bogdan Mitrea,0.13,1.29,1.13,0.08,3.0,0.04,0.54,0.0,64.5,85.01,58.3,0.75,58.7,54.77,1.13,24,3,2,Rumania Superliga,3
Florin Ştefan,0.0,1.62,1.54,0.0,1.54,0.0,0.46,0.08,27.15,68.56,35.19,0.54,50.0,64.18,0.31,13,2,2,Rumania Superliga,3
Mike Cestor,0.0,2.06,1.44,0.06,4.13,0.06,0.56,0.0,41.0,83.69,47.87,1.25,58.82,61.15,0.69,16,3,2,Rumania Superliga,3
Dragoş Grigore,0.07,0.89,1.07,0.0,3.14,0.0,0.29,0.0,50.29,87.64,54.94,1.14,67.0,57.3,1.29,28,3,2,Rumania Superliga,3
Cristian Săpunaru,0.1,0.97,0.92,0.03,3.36,0.05,0.41,0.08,48.82,83.98,49.28,1.03,49.65,54.98,0.69,39,3,2,Rumania Superliga,3
Marius Briceag,0.05,1.11,1.05,0.05,1.32,0.0,0.42,0.05,31.0,72.84,41.03,0.74,60.71,58.06,0.63,19,3,2,Rumania Superliga,3
Andres Dumitrescu,0.03,1.7,1.17,0.0,1.7,0.0,0.63,0.1,32.37,71.58,30.94,0.73,55.56,60.54,0.97,30,1,2,Rumania Superliga,3
Jérémy Huyghebaert,0.0,1.5,2.07,0.0,2.3,0.0,0.73,0.0,39.2,77.81,42.86,0.87,67.82,59.61,0.63,30,3,2,Rumania Superliga,3
Adrian Scarlatache,0.11,0.89,1.32,0.07,4.36,0.0,0.29,0.0,43.32,79.97,57.4,1.18,67.48,62.5,0.75,28,3,2,Rumania Superliga,3
Mihai Bălașa,0.05,1.23,1.09,0.05,3.64,0.0,0.5,0.05,38.82,77.28,43.68,0.95,67.03,61.67,1.09,22,2,2,Rumania Superliga,3
Esteban Orozco,0.04,1.81,1.33,0.04,2.81,0.0,0.59,0.07,31.81,74.04,36.76,0.96,54.63,57.44,1.19,27,2,2,Rumania Superliga,3
Alexandru Țigănașu,0.03,1.91,1.13,0.0,2.34,0.0,0.81,0.0,34.66,70.96,36.75,0.94,55.42,54.37,1.13,32,3,2,Rumania Superliga,3
Denis Kolinger,0.05,1.19,1.24,0.05,3.19,0.0,0.24,0.0,32.14,75.11,36.21,0.67,74.47,62.98,1.67,21,2,2,Rumania Superliga,3
Paolo Medina,0.0,2.27,0.91,0.0,0.82,0.0,0.82,0.0,31.27,79.94,41.38,0.64,64.0,61.22,0.91,11,1,2,Rumania Superliga,3
Cosmin Florin Achim,0.08,1.33,1.08,0.0,2.5,0.0,0.42,0.0,21.5,81.01,45.45,1.0,65.71,60.87,0.75,12,2,2,Rumania Superliga,3
Kévin Boli,0.0,1.2,1.36,0.08,3.36,0.0,0.28,0.0,34.2,87.25,58.02,0.8,54.67,57.33,0.68,25,3,2,Rumania Superliga,3
Joyskim Dawa,0.09,1.57,1.49,0.11,2.97,0.0,0.34,0.03,41.54,81.36,46.05,0.97,62.99,57.05,1.54,35,2,2,Rumania Superliga,3
Branislav Niňaj,0.0,1.56,0.65,0.0,3.41,0.0,0.47,0.03,47.76,85.1,51.61,0.79,59.34,57.73,0.97,34,2,2,Rumania Superliga,3
Mário Camora,0.03,1.62,1.03,0.0,1.55,0.0,0.38,0.03,33.1,77.29,39.45,0.79,50.0,60.32,0.55,29,3,2,Rumania Superliga,3
Basilio Ndong,0.0,1.8,0.87,0.07,1.13,0.0,0.73,0.0,34.53,80.69,40.0,0.93,30.0,59.84,0.53,15,1,2,Rumania Superliga,3
Cornel Ene,0.0,2.54,1.23,0.0,2.85,0.0,0.62,0.08,40.46,78.71,39.36,1.23,52.0,57.14,1.38,13,2,2,Rumania Superliga,3
Naser Aliji,0.0,1.31,1.06,0.0,1.97,0.0,0.53,0.17,33.03,77.8,37.78,0.64,45.65,56.28,0.47,36,2,2,Rumania Superliga,3
Dejan Boldor,0.04,1.48,1.2,0.0,5.08,0.0,0.48,0.0,31.28,73.15,35.67,1.2,62.02,61.32,0.92,25,2,2,Rumania Superliga,3
Dorinel Oancea,0.0,2.94,1.53,0.06,1.36,0.0,1.17,0.08,31.58,67.37,35.04,1.0,45.57,53.86,1.11,36,2,2,Rumania Superliga,3
Ivan Martić,0.0,1.43,0.48,0.0,2.7,0.0,0.61,0.0,34.04,78.93,43.56,0.78,57.89,59.02,0.65,23,3,2,Rumania Superliga,3
Florin Bejan,0.04,0.93,1.41,0.0,4.41,0.04,0.26,0.04,38.04,76.63,31.87,0.81,59.79,61.59,0.63,27,3,2,Rumania Superliga,3
Daniel Marius Serbanica,0.0,1.31,0.85,0.08,1.77,0.0,0.54,0.0,30.08,74.94,32.65,1.08,33.33,50.88,0.92,13,2,2,Rumania Superliga,3
Andrei Chindriş,0.0,2.05,1.27,0.14,3.36,0.0,0.64,0.09,39.45,75.23,45.92,0.82,66.33,60.78,1.5,22,1,2,Rumania Superliga,3
Ștefan Vlădoiu,0.0,1.6,1.53,0.03,1.23,0.0,0.4,0.07,22.97,73.88,28.33,0.7,56.67,58.72,0.7,30,1,2,Rumania Superliga,3
Răzvan Onea,0.03,1.82,0.61,0.0,1.94,0.03,0.76,0.18,31.91,73.5,37.59,1.12,50.85,52.67,0.82,33,2,2,Rumania Superliga,3
Marius Constantin,0.0,1.65,1.04,0.0,4.04,0.04,0.78,0.04,32.43,73.59,37.65,0.91,59.18,60.49,0.87,23,3,2,Rumania Superliga,3
Grigore Ioan Turda,0.05,0.7,1.25,0.05,3.5,0.0,0.45,0.0,38.3,80.42,39.29,1.05,63.16,57.35,0.85,20,2,2,Rumania Superliga,3
Márk Tamás,0.06,1.11,0.5,0.11,3.11,0.06,0.22,0.0,48.5,85.22,53.85,0.94,50.0,52.25,0.94,18,2,2,Rumania Superliga,3
Antonio Jakoliš,0.03,1.0,0.28,0.0,0.41,0.03,0.69,0.25,19.94,70.85,46.94,0.88,29.41,53.64,0.5,32,3,2,Rumania Superliga,3
Radoslav Dimitrov,0.0,1.74,0.67,0.04,1.37,0.0,0.81,0.0,39.3,77.29,49.03,0.74,29.41,50.0,0.44,27,3,2,Rumania Superliga,3
Erjon Hoxhallari,0.04,1.42,1.65,0.12,3.23,0.0,0.62,0.0,35.08,74.67,38.61,0.96,60.5,56.57,1.58,26,2,2,Rumania Superliga,3
Marquinhos Pedroso,0.0,1.5,1.5,0.0,1.83,0.0,0.33,0.08,33.58,73.45,31.25,1.42,74.0,66.39,1.0,12,2,2,Rumania Superliga,3
Marius Antoche,0.0,1.21,1.26,0.0,3.74,0.05,0.58,0.0,41.26,80.23,36.51,0.63,32.79,45.97,0.58,19,3,2,Rumania Superliga,3
David Kiki,0.03,1.92,0.97,0.03,1.47,0.0,0.82,0.08,31.16,75.59,40.86,0.76,65.96,57.07,0.79,38,2,2,Rumania Superliga,3
Daniel Celea,0.06,1.59,1.29,0.06,4.74,0.06,0.47,0.0,38.68,74.83,40.89,1.26,58.38,58.39,1.03,34,2,2,Rumania Superliga,3
Matheus Mascarenhas,0.0,1.33,0.6,0.0,1.07,0.0,0.6,0.0,32.8,76.02,40.58,0.53,44.83,52.83,0.87,15,2,2,Rumania Superliga,3
Erico da Silva,0.0,0.77,1.92,0.0,3.54,0.0,0.38,0.0,37.15,65.63,29.79,0.85,72.73,58.73,1.77,13,3,2,Rumania Superliga,3
Costinel Tofan,0.03,1.38,1.21,0.03,2.32,0.0,0.5,0.06,27.24,74.3,35.88,1.15,61.82,58.44,0.62,34,2,2,Rumania Superliga,3
Rareș Sebastian Ispas,0.0,0.85,1.15,0.0,1.35,0.0,0.35,0.0,30.3,77.72,25.93,0.7,63.16,63.96,0.45,20,1,2,Rumania Superliga,3
Marko Vukčević,0.0,1.83,1.21,0.03,1.86,0.0,0.62,0.17,32.55,69.39,32.02,1.03,40.74,56.85,0.69,29,2,2,Rumania Superliga,3
Christopher Braun,0.03,1.33,0.9,0.03,1.43,0.03,0.23,0.1,20.73,66.08,23.91,0.83,44.44,54.89,0.7,30,3,2,Rumania Superliga,3
Facundo Rizzi,0.0,1.63,0.88,0.0,1.06,0.0,0.69,0.19,32.06,77.0,35.09,0.88,48.39,52.25,0.38,16,2,2,Rumania Superliga,3
Shaquill Sno,0.07,1.77,0.97,0.0,1.17,0.0,0.73,0.0,27.37,78.68,47.13,0.87,35.82,51.76,1.27,30,2,2,Rumania Superliga,3
Andrei Miron,0.0,1.0,1.14,0.07,3.0,0.07,0.5,0.0,42.79,87.65,48.65,1.29,73.17,62.5,1.07,14,2,2,Rumania Superliga,3
Dan Sirbu,0.0,1.4,1.1,0.07,1.8,0.0,0.8,0.07,21.03,73.38,43.75,0.6,45.24,50.25,0.93,30,1,2,Rumania Superliga,3
Alin Dobrosavlevici,0.0,1.3,1.1,0.05,4.25,0.05,0.7,0.0,33.8,74.41,42.54,1.1,60.0,54.35,1.2,20,2,2,Rumania Superliga,3
Andrei Borza,0.09,1.03,0.64,0.0,0.91,0.0,0.36,0.06,20.76,73.58,35.59,0.48,36.0,48.78,0.33,33,1,2,Rumania Superliga,3
Rijad Sadiku,0.0,1.53,0.79,0.0,2.53,0.0,0.68,0.0,38.32,81.46,38.83,0.74,46.03,51.47,0.89,19,1,2,Rumania Superliga,3
Andrei Pițian,0.0,1.05,0.55,0.05,3.55,0.0,0.59,0.0,36.59,79.25,38.82,1.09,62.35,56.67,0.64,22,2,2,Rumania Superliga,3
Fábio Vianna,0.0,1.13,1.2,0.0,2.13,0.0,0.67,0.0,24.0,67.78,32.14,0.8,68.42,50.67,0.53,15,2,2,Rumania Superliga,3
Tiberiu Căpuşă,0.03,1.53,1.18,0.06,2.26,0.0,0.56,0.06,30.21,68.16,30.11,1.09,47.95,51.68,0.91,34,2,2,Rumania Superliga,3
Radu Negru,0.0,2.23,1.51,0.0,1.8,0.0,1.23,0.14,32.49,75.37,25.62,0.83,29.17,45.32,0.8,35,1,2,Rumania Superliga,3
Alexandru Pantea,0.0,1.12,0.59,0.0,1.0,0.0,0.59,0.18,27.76,74.79,27.87,0.88,25.0,42.17,0.76,17,1,2,Rumania Superliga,3
Adrian Ionita,0.0,1.41,1.41,0.0,2.56,0.04,0.63,0.04,24.19,63.09,26.98,0.85,37.25,53.33,0.7,27,1,2,Rumania Superliga,3
Jérémy Corinus,0.0,1.72,1.44,0.17,2.83,0.0,0.33,0.0,22.67,72.3,31.67,0.72,59.09,61.31,0.83,18,2,2,Rumania Superliga,3
Valerică Găman,0.0,0.27,0.8,0.0,1.6,0.07,0.13,0.0,35.6,84.46,42.86,0.53,77.5,64.06,0.73,15,3,2,Rumania Superliga,3
Aly Abeid,0.05,1.29,0.9,0.05,1.24,0.0,0.71,0.1,33.48,68.28,39.44,0.9,58.82,54.55,0.71,21,2,2,Rumania Superliga,3
Ionuț Balaur,0.04,1.28,1.24,0.0,3.12,0.0,0.68,0.0,33.08,73.16,31.88,1.28,55.0,53.7,0.72,25,3,2,Rumania Superliga,3
Iasmin Latovlevici,0.0,1.27,0.55,0.09,1.0,0.09,0.27,0.09,24.18,73.31,41.51,0.91,35.71,40.68,0.82,11,3,2,Rumania Superliga,3
Iulian Cristea,0.0,0.57,0.36,0.07,2.57,0.0,0.36,0.0,24.43,69.3,42.53,0.43,50.0,44.29,0.86,14,2,2,Rumania Superliga,3
Andrei Patache,0.05,1.11,0.21,0.0,1.53,0.0,0.26,0.05,24.0,69.52,24.24,1.0,47.83,54.84,0.47,19,3,2,Rumania Superliga,3
Denis Constantin Dumitrascu,0.0,1.31,0.66,0.0,1.26,0.0,0.54,0.06,22.46,70.48,39.29,0.89,41.27,44.7,1.0,35,2,2,Rumania Superliga,3
Cornel Dinu,0.0,1.69,0.75,0.06,1.19,0.06,0.25,0.0,15.0,66.25,30.0,0.75,53.57,61.33,0.69,16,3,2,Rumania Superliga,3
Alexandru Vlad,0.0,0.62,0.46,0.0,0.38,0.0,0.31,0.15,16.54,82.33,35.71,0.31,42.86,44.74,0.69,13,3,2,Rumania Superliga,3
Ricardo Grigore,0.0,0.77,1.15,0.08,1.62,0.0,0.54,0.0,23.0,73.91,34.09,0.46,54.05,50.72,0.46,13,1,2,Rumania Superliga,3
Romario Benzar,0.0,0.67,1.0,0.0,1.4,0.0,0.87,0.0,22.33,61.49,23.33,0.6,42.11,46.67,0.73,15,3,2,Rumania Superliga,3
Mihai Dobrescu,0.0,1.0,0.87,0.0,0.93,0.0,0.2,0.0,19.73,73.31,32.5,0.93,29.41,49.21,0.73,15,3,2,Rumania Superliga,3
Ionut Burnea,0.0,1.58,1.0,0.0,1.74,0.05,0.58,0.0,19.21,66.85,40.0,1.21,48.28,48.41,1.37,19,3,2,Rumania Superliga,3
Florin Ilie,0.0,0.63,1.13,0.08,2.58,0.0,0.63,0.0,41.08,78.5,35.37,0.71,49.28,45.24,0.63,24,3,2,Rumania Superliga,3
Douglas Santos,0.0,2.21,1.36,0.0,0.93,0.0,0.57,0.11,70.68,85.5,51.53,0.57,56.52,62.56,0.5,28,2,2,Rusia Premier Liga,4
Maksim Osipenko,0.23,1.5,2.46,0.0,4.85,0.0,0.12,0.12,64.19,78.67,49.73,1.31,71.09,72.6,0.46,26,2,2,Rusia Premier Liga,4
Dejan Lovren,0.07,0.87,1.33,0.0,2.87,0.0,0.13,0.07,61.27,87.16,59.57,0.4,73.91,68.29,0.6,15,3,2,Rusia Premier Liga,4
Willyan Rocha,0.14,2.14,1.77,0.0,4.27,0.0,0.68,0.0,40.59,73.46,48.48,0.77,71.76,68.02,0.91,22,2,2,Rusia Premier Liga,4
Renato Gojković,0.04,1.83,2.21,0.0,4.67,0.0,0.17,0.08,38.13,78.36,45.28,1.38,71.07,71.15,0.79,24,2,2,Rusia Premier Liga,4
Junior Alonso,0.08,1.42,1.25,0.0,4.33,0.0,0.42,0.0,75.67,86.12,58.87,1.17,66.67,64.71,0.67,12,2,2,Rusia Premier Liga,4
Sergey Bozhin,0.1,1.33,2.48,0.0,5.57,0.05,0.33,0.0,31.67,71.28,42.78,1.38,65.0,67.79,0.57,21,2,2,Rusia Premier Liga,4
Rodrigão Prado,0.05,1.45,0.91,0.05,1.95,0.0,0.32,0.0,62.18,83.85,44.0,0.41,63.16,63.85,0.55,22,2,2,Rusia Premier Liga,4
Egor Filipenko,0.08,1.62,2.0,0.15,4.15,0.0,0.31,0.08,41.15,82.43,52.38,1.08,63.64,66.32,0.69,13,3,2,Rusia Premier Liga,4
Igor Diveev,0.1,0.75,1.0,0.0,3.4,0.0,0.35,0.1,41.65,77.91,55.95,0.6,68.6,63.7,0.6,20,1,2,Rusia Premier Liga,4
Darko Todorović,0.07,1.79,2.0,0.0,1.79,0.0,0.93,0.21,24.36,68.62,20.0,1.0,63.64,58.33,0.5,14,2,2,Rusia Premier Liga,4
Ruslan Litvinov,0.12,1.44,1.24,0.0,1.76,0.0,0.4,0.04,59.44,85.4,63.52,0.64,49.18,47.62,1.32,25,1,2,Rusia Premier Liga,4
Ivan Kuzmichev,0.0,1.25,1.8,0.0,3.4,0.0,0.1,0.0,43.5,82.41,47.33,1.2,69.23,66.87,0.8,20,1,2,Rusia Premier Liga,4
Vanja Drkušić,0.04,1.19,1.85,0.0,3.96,0.0,0.19,0.04,45.62,78.33,52.55,1.27,73.2,68.78,1.08,26,1,2,Rusia Premier Liga,4
Cristian Ramírez,0.07,1.7,1.22,0.07,1.96,0.0,0.37,0.07,53.11,84.59,50.86,1.22,64.29,59.59,0.96,27,2,2,Rusia Premier Liga,4
Kaio,0.0,1.45,1.45,0.1,3.5,0.0,0.15,0.05,50.3,87.38,50.4,1.0,80.3,72.99,0.6,20,2,2,Rusia Premier Liga,4
Moisés,0.0,1.46,0.54,0.0,1.67,0.0,0.25,0.08,39.33,80.72,46.79,0.75,51.02,57.14,0.75,24,2,2,Rusia Premier Liga,4
Silvije Begić,0.0,1.13,2.07,0.07,2.73,0.0,0.13,0.07,44.0,81.67,55.17,1.13,53.85,59.14,0.27,15,2,2,Rusia Premier Liga,4
Roberto Fernández,0.11,1.21,1.53,0.05,3.89,0.0,0.47,0.0,44.11,81.74,55.71,1.05,61.45,56.74,1.05,19,1,2,Rusia Premier Liga,4
Kirill Gotsuk,0.08,0.77,1.15,0.08,5.15,0.0,0.27,0.0,36.19,74.92,40.11,1.46,71.17,65.92,0.81,26,3,2,Rusia Premier Liga,4
Andrey Semenov,0.0,1.11,1.53,0.0,4.58,0.05,0.21,0.0,42.32,73.63,42.03,0.95,64.71,57.52,1.16,19,3,2,Rusia Premier Liga,4
Yuri Gorshkov,0.0,0.92,1.13,0.0,1.71,0.0,0.38,0.21,37.29,76.87,45.92,1.08,66.67,57.01,0.42,24,1,2,Rusia Premier Liga,4
Glenn Bijl,0.07,2.18,1.61,0.11,0.96,0.0,0.64,0.04,44.61,79.5,45.14,1.11,65.38,52.53,1.32,28,2,2,Rusia Premier Liga,4
Vyacheslav Karavaev,0.0,1.17,0.54,0.0,0.92,0.0,0.08,0.0,45.88,83.83,34.02,0.5,51.72,54.65,0.46,24,2,2,Rusia Premier Liga,4
Dmitri Skopintsev,0.03,1.79,0.69,0.03,1.79,0.0,0.21,0.07,31.86,82.25,45.36,1.07,41.67,57.14,0.76,29,2,2,Rusia Premier Liga,4
Daniil Denisov,0.03,2.21,1.0,0.03,1.14,0.0,0.45,0.21,39.9,77.96,41.0,0.83,58.97,57.07,0.83,29,1,2,Rusia Premier Liga,4
Sergey Parshivlyuk,0.05,0.89,0.95,0.0,1.53,0.0,0.53,0.0,28.42,81.85,53.62,0.79,44.44,57.75,0.11,19,3,2,Rusia Premier Liga,4
Léo,0.0,2.58,1.83,0.0,4.25,0.0,0.5,0.08,42.33,75.0,48.03,2.25,57.78,63.21,1.0,12,2,2,Rusia Premier Liga,4
Dmitri Chistyakov,0.0,1.13,0.87,0.07,2.27,0.07,0.2,0.0,45.13,90.1,61.9,0.6,81.58,71.23,0.6,15,2,2,Rusia Premier Liga,4
Vladis-Emmerson Illoy-Ayyet,0.05,1.41,1.64,0.0,2.41,0.0,0.23,0.05,40.18,79.86,38.36,1.36,70.77,74.22,0.32,22,2,2,Rusia Premier Liga,4
Georgiy Dzhikiya,0.0,0.5,1.32,0.0,2.82,0.0,0.09,0.0,52.73,84.91,46.04,0.95,73.17,67.86,0.41,22,2,2,Rusia Premier Liga,4
Nicolás Marichal,0.0,2.21,2.07,0.0,3.5,0.0,0.43,0.0,33.0,82.9,50.88,1.57,65.0,69.66,0.36,14,1,2,Rusia Premier Liga,4
Tomás Tavares,0.0,1.62,0.54,0.0,0.92,0.0,0.85,0.08,45.69,85.69,55.81,1.0,73.91,61.86,0.46,13,1,2,Rusia Premier Liga,4
Nair Tiknizyan,0.14,1.31,1.69,0.03,1.66,0.0,0.59,0.03,34.79,79.48,30.68,1.28,50.0,56.32,0.38,29,1,2,Rusia Premier Liga,4
Miroslav Bogosavac,0.0,1.72,1.72,0.04,1.72,0.0,0.64,0.16,35.04,66.44,45.45,1.16,32.0,54.76,0.36,25,2,2,Rusia Premier Liga,4
Viktor Melekhin,0.0,1.33,1.63,0.0,3.0,0.04,0.42,0.0,47.58,77.06,43.95,1.08,68.57,61.88,0.96,24,1,2,Rusia Premier Liga,4
Viktor Aleksandrov,0.12,1.24,1.47,0.06,2.71,0.0,0.18,0.0,27.0,70.37,34.07,1.0,63.64,60.38,1.12,17,1,2,Rusia Premier Liga,4
Daniil Khlusevich,0.0,2.12,1.31,0.0,1.42,0.0,0.96,0.15,40.69,81.57,58.51,0.77,56.41,47.86,0.88,26,1,2,Rusia Premier Liga,4
Saba Sazonov,0.04,1.42,1.79,0.04,2.71,0.0,0.42,0.04,42.88,75.51,42.98,1.17,67.86,60.87,1.21,24,1,2,Rusia Premier Liga,4
Aleksandr Silyanov,0.07,1.17,1.3,0.0,2.0,0.03,0.47,0.0,34.87,75.05,45.67,1.3,64.29,64.61,0.43,30,1,2,Rusia Premier Liga,4
Oleksandr Filin,0.0,1.82,2.36,0.09,2.0,0.0,0.55,0.0,56.27,76.58,45.97,1.82,58.82,65.38,1.09,11,2,2,Rusia Premier Liga,4
Yuriy Zhuravlev,0.07,1.43,1.86,0.0,2.57,0.07,0.43,0.0,35.71,78.8,43.82,1.29,56.25,59.74,0.64,14,2,2,Rusia Premier Liga,4
Roman Evgenjev,0.03,0.62,1.69,0.0,3.1,0.07,0.41,0.03,41.45,77.79,47.12,1.21,66.17,61.7,0.34,29,1,2,Rusia Premier Liga,4
Aleksandr Soldatenkov,0.0,0.92,1.64,0.04,3.8,0.04,0.32,0.0,45.64,81.95,51.46,1.36,66.67,63.76,0.6,25,2,2,Rusia Premier Liga,4
Nikita Chernov,0.0,0.75,1.17,0.0,1.96,0.0,0.42,0.0,35.92,87.82,53.19,0.63,61.11,53.23,0.92,24,2,2,Rusia Premier Liga,4
Danil Krugovoy,0.0,0.68,0.53,0.0,0.53,0.0,0.11,0.0,24.37,81.21,45.71,0.16,80.0,57.97,0.42,19,2,2,Rusia Premier Liga,4
Tin Jedvaj,0.0,1.71,2.29,0.0,2.86,0.0,0.5,0.0,51.57,79.78,41.73,1.79,68.0,62.62,0.93,14,2,2,Rusia Premier Liga,4
Aleksey Sutormin,0.0,0.79,0.36,0.0,0.21,0.0,0.14,0.14,26.14,85.52,52.63,0.21,28.57,45.45,0.43,14,2,2,Rusia Premier Liga,4
Kirill Suslov,0.0,2.26,1.39,0.13,2.96,0.0,0.7,0.0,26.35,72.61,45.64,1.26,64.52,59.41,1.22,23,3,2,Rusia Premier Liga,4
Mingiyan Beveev,0.0,1.56,1.52,0.0,1.64,0.0,1.24,0.04,36.64,72.93,46.99,1.04,44.44,51.61,1.08,25,2,2,Rusia Premier Liga,4
Ilya Agapov,0.0,1.07,1.93,0.0,2.07,0.0,0.33,0.0,34.67,75.77,43.1,1.27,42.11,51.67,0.73,15,1,2,Rusia Premier Liga,4
Aleksandr Ektov,0.12,1.76,1.24,0.04,1.36,0.0,0.84,0.12,28.88,72.85,38.54,1.36,21.43,46.7,1.04,25,2,2,Rusia Premier Liga,4
Evgeni Morozov,0.08,1.52,1.52,0.0,2.4,0.0,0.4,0.04,30.76,63.2,27.53,1.2,46.43,51.22,1.2,25,1,2,Rusia Premier Liga,4
Dmitri Zhivoglyadov,0.0,1.44,0.81,0.0,1.19,0.0,0.63,0.06,28.31,75.72,45.71,1.19,31.58,51.96,0.88,16,2,2,Rusia Premier Liga,4
Igor Kalinin,0.0,1.07,1.07,0.07,2.73,0.0,0.4,0.0,26.0,52.31,31.2,0.8,61.02,58.73,1.07,15,2,2,Rusia Premier Liga,4
Sergey Petrov,0.05,0.89,0.79,0.0,1.11,0.0,0.11,0.05,26.16,86.32,51.06,0.58,52.63,61.4,0.37,19,3,2,Rusia Premier Liga,4
Stanislav Magkeev,0.0,1.68,2.63,0.0,3.32,0.05,0.63,0.11,39.42,79.57,39.55,1.26,52.38,56.69,1.11,19,1,2,Rusia Premier Liga,4
Bryan Idowu,0.0,2.38,1.0,0.13,1.63,0.0,0.38,0.0,35.38,72.26,43.24,1.5,48.48,56.9,0.75,16,3,2,Rusia Premier Liga,4
Nikita Kakkoev,0.05,1.62,0.76,0.0,1.67,0.0,0.62,0.0,28.81,79.34,46.74,1.14,52.63,56.29,1.0,21,1,2,Rusia Premier Liga,4
Dmitriy Stotskiy,0.08,1.38,1.0,0.0,0.96,0.0,1.21,0.04,24.25,63.92,43.44,1.29,50.98,48.65,0.83,24,3,2,Rusia Premier Liga,4
Oleg Kozhemyakin,0.0,0.88,2.24,0.12,4.04,0.0,0.36,0.04,39.44,74.75,37.23,1.72,50.0,55.23,0.6,25,2,2,Rusia Premier Liga,4
Andrey Langovich,0.09,1.36,0.59,0.0,0.73,0.0,0.41,0.05,17.14,76.39,48.84,0.64,44.12,50.76,0.77,22,1,2,Rusia Premier Liga,4
