#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
434,,Taylor Washington,0,0.21,0,0,0.36,0.14
435,,Jon Gallagher,0,0.11,0,0,1.17,0.14
436,,Calvin Harris,0,0,0,0,0.25,0
437,,Christopher McVey,0,0.17,0,0,1.54,0.14
438,,Sam Nicholson,0,0.07,0,0,1,0.27
439,,Latif Blessing,0,0.03,0,0,0.47,0.07
440,,Andy Najar,0,0.09,0,0,1.13,0.17
441,,Kadin Chung,0,0,0,0,0.75,0.13
442,,Kevin Molino,0,0,0,0,0.45,0.18
443,,Obed Vargas,0,0.08,0,0,0.77,0.08
444,,Kortne Ford,0,0.14,0,0,1.07,0.07
445,,Sam Junqua,0,0,0,0,0.73,0
446,,Jasper Loffelsend,0,0.06,0,0,0.55,0.06
447,,Sacha Kljestan,0,0,0,0,0.24,0.14
448,,Zeca,0,0.05,0,0,1.1,0.15
449,,Andre Shinyashiki,0,0.03,0,0,0.48,0.14
450,,Edwin Cerrillo,0,0.09,0,0,0.67,0.09
451,,Jonathan Lewis,0,0,0,0,1.18,0.06
452,,Brandon Servania,0,0.08,0,0,0.8,0.08
453,,Serge Ngoma,0,0,0,0,0.38,0
454,,Ronald Matarrita,0,0,0,0,0.56,0.11
455,,Dantouma Toure,0,0,0,0,0.2,0
456,,Wilfrid Kaptoum,0,0.05,0,0,0.52,0.05
457,,Iván Angulo,0,0.1,0,0,1,0.2
458,,Žan Kolmanič,0,0.05,0,0,0.5,0.05
459,,Jojea Kwizera,0,0,0,0,0.56,0.11
460,,Alan Franco,0,0.1,0,0,1.1,0.2
461,,Handwalla Bwana,0,0,0,0,0,0
462,,Micael,0,0,0,0,1,0
